TYPE,SOURCE,ASSET CLASS,TENOR,OWNER,RISK CENTRE,BASE CCY,QUOTE CCY,BID,OFFER,CATEGORY,,
MM,2,INTEREST,1M,,SIMU,EUR,,4.35438,4.47938,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5492,-0.5291,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005037,-0.004957,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.023381,0.024071,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001198,-0.001101,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000115,-0.000113,Market,0,A
FX,2,FXFWD,5M,,SIMU,EUR,CHF,-0.0069,-0.0058,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.00479,-0.004404,Market,0,A
MM,2,INTEREST,1W,,SIMU,EUR,,4.28063,4.40563,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.009446,-0.008685,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.014102,-0.012965,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,HKD,-0.023894,-0.021967,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,HKD,-0.033685,-0.030969,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,HKD,-0.040386,-0.03713,Market,0,A
MM,2,INTEREST,2M,,SIMU,EUR,,4.62938,4.75438,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.01991,-0.019191,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014383,-0.014319,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.046887,0.047686,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,NOK,9.03,9.0375,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.1612,-1.1112,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SEK,0.012265,0.012861,Market,0,A
FX,2,FXFWD,6M,,SIMU,EUR,SEK,0.022,0.028,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.003453,-0.003387,Market,0,A
MM,2,INTEREST,2W,,SIMU,EUR,,4.30813,4.43313,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001924,-0.001864,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029015,-0.02889,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,DKK,0.046358,0.047641,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006679,-0.006497,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SGD,-0.0005,-0.0004,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SGD,-0.002001,-0.001599,Market,0,A
MM,2,INTEREST,3M,,SIMU,EUR,,4.83063,4.95563,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9018,0.90195,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.004003,-0.003197,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.006004,-0.004796,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.01147,-0.009161,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.015663,-0.01251,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.020661,-0.016502,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.8696,6.872437,Market,0,A
MM,2,INTEREST,4M,,SIMU,EUR,,4.90138,5.02638,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.009073,-0.008963,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.4096,1.4097,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.8356,0.8359,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,NOK,0.093266,0.095239,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054152,-0.053565,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,CHF,1.4933,1.4937,Market,0,A
MM,2,INTEREST,5M,,SIMU,EUR,,4.9825,5.1075,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SEK,0.024208,0.025384,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.5692,4.5696,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.06945,1.06945,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014194,-0.01372,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3187,-2.2436,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.6395,1.6398,Market,0,A
MM,2,INTEREST,6M,,SIMU,EUR,,5.02825,5.15325,Market,0,A
FX,2,FXFWD,9M,,SIMU,NZD,USD,0.060805,0.061899,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.016566,-0.001637,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005043,-0.004962,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9018,0.902,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.134156,0.137075,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025668,-0.024701,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.035192,0.036901,Market,0,A
MM,2,INTEREST,7M,,SIMU,EUR,,5.05063,5.17563,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041837,-0.041479,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,DKK,0.069547,0.071463,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019844,-0.019127,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014398,-0.014335,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,5.0083,5.0099,Market,0,A
MM,2,INTEREST,8M,,SIMU,EUR,,5.075,5.2,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9017,0.90185,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,103.78,103.82,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.024279,-0.024009,Market,0,A
FX,3,FXFWD,ON,,SIMU,EUR,USD,0.000112,0.000124,Market,0,A
FX,2,FXFWD,3M,,SIMU,NZD,USD,0.019229,0.020061,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046176,0.048419,Market,0,A
MM,2,INTEREST,9M,,SIMU,EUR,,5.10213,5.22713,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.15126,0.15126,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4171,1.4171,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.098816,0.103614,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.092048,0.094578,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029046,-0.028921,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001922,-0.001862,Market,0,A
FX,2,FXFWD,TN,,SIMU,EUR,DKK,0.000343,0.000368,Market,0,A
MM,2,INTEREST,ON,,SIMU,EUR,,4.145,4.27,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.174812,0.178671,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006672,-0.006491,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.031469,-0.031116,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.1884,-0.1763,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.007773,0.008069,Market,0,A
MM,2,INTEREST,1Y,,SIMU,CHF,,2.884,2.976,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.05421,-0.053623,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SEK,0.128445,0.134682,Market,0,A
FX,2,FXFWD,9M,,SIMU,NZD,USD,0.060361,0.061447,Market,0,A
FX,2,FXFWD,18M,,SIMU,EUR,CHF,-0.02291,-0.01928,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.804,7.804,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014179,-0.013706,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,NOK,0.015953,0.01648,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000099,-0.000089,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.000395,-0.000356,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.000719,-0.000648,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,0.000224,0.000228,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.001043,-0.000939,Market,0,A
MM,2,INTEREST,3M,,SIMU,USD,,2.771,2.871,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.002399,-0.002161,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.003508,-0.00316,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90175,0.90185,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.004928,-0.00444,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041632,-0.041275,Market,0,A
FX,2,FXSPOT,SP,,SIMU,NZD,USD,0.734,0.734932,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5474,-0.5274,Market,0,A
MM,2,INTEREST,TN,,SIMU,GBP,,5.224,5.295,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025641,-0.024675,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.023332,0.024022,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SEK,0.002743,0.002876,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005068,-0.004987,Market,0,A
FX,2,FXFWD,1M,,SIMU,NZD,USD,0.006628,0.006799,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000112,0.000114,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,0.000117,0.000147,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,SEK,10.704,10.71,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000415,0.000522,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.000725,0.000913,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.000942,0.001186,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000987,0.001243,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.00077,0.000969,Market,0,A
MM,2,INTEREST,9M,,SIMU,USD,,2.698,2.821,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,0.000552,0.000695,Market,0,A
FX,2,FXFWD,SN,,SIMU,EUR,USD,0.000056,0.000062,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.04661,0.047404,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019858,-0.019141,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001195,-0.001099,Market,0,A
FX,2,FXFWD,2Y,,SIMU,EUR,CHF,-0.0304,-0.02548,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000114,-0.000112,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.004781,-0.004396,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.009428,-0.008668,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.014075,-0.01294,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,HKD,-0.023848,-0.021925,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,HKD,-0.03362,-0.030909,Market,0,A
MM,2,INTEREST,1Y,,SIMU,CHF,,2.872,2.968,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,HKD,-0.040308,-0.037058,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.1649,-1.1147,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.880179,6.881922,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.01447,-0.014407,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9017,0.90185,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.5586,4.5605,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SEK,0.012274,0.01287,Market,0,A
MM,2,INTEREST,ON,,SIMU,GBP,,5.224,5.295,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.8306,0.8314,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.003424,-0.003358,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001916,-0.001855,Market,0,A
FX,3,FXFWD,9M,,SIMU,USD,JPY,-1.7416,-1.679,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029192,-0.029066,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SGD,-0.000502,-0.000401,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SGD,-0.002007,-0.001603,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.004014,-0.003206,Market,0,A
FX,2,FXFWD,7M,,SIMU,EUR,SEK,0.028464,0.032016,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.0643,1.0643,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,NOK,9.0295,9.0375,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.00602,-0.004808,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.0115,-0.009185,Market,0,A
MM,2,INTEREST,6M,,SIMU,USD,,2.626,2.771,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.015705,-0.012543,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.020716,-0.016546,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.008995,-0.008886,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,NOK,0.093512,0.09549,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.00665,-0.006469,Market,0,A
FX,2,FXFWD,SN,,SIMU,GBP,USD,-0.000101,-0.000075,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.040191,0.040892,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,104.42,104.43,Market,0,A
FX,2,FXFWD,18M,,SIMU,EUR,GBP,-0.00154,0.00045,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SEK,0.024225,0.025401,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,DKK,0.046739,0.048033,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014132,-0.01366,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041675,-0.041318,Market,0,A
MM,2,INTEREST,ON,,SIMU,CHF,,1.846,2.046,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,5.03,5.0314,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CHF,1.104221,1.104514,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3326,-2.257,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.016424,-0.001623,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025555,-0.024593,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.151234,0.151234,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,CHF,-0.01521,-0.01301,Market,0,A
MM,2,INTEREST,ON,,SIMU,USD,,3.307,3.3071,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054483,-0.053892,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.035217,0.036927,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,DKK,0.069395,0.071307,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019915,-0.019195,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.6388,1.6393,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,2,FXFWD,TN,,SIMU,GBP,USD,-0.000101,-0.000075,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.133299,0.136199,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4115,1.4115,Market,0,A
FX,2,FXFWD,9M,,SIMU,AUD,USD,-0.024071,-0.023804,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001917,-0.001857,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,DKK,0.0374,0.0613,Market,0,A
MM,2,INTEREST,1M,,SIMU,GBP,,5.493,5.703,Market,0,A
FX,2,FXFWD,1M,,SIMU,NZD,USD,0.00667,0.006841,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SEK,0.046209,0.048452,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005043,-0.004963,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SEK,0.098885,0.103687,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,DKK,0.09254,0.095083,Market,0,A
FX,2,FXFWD,SN,,SIMU,USD,JPY,-0.0062,-0.0058,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006655,-0.006474,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,NOK,0.174524,0.178377,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014399,-0.014336,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,HKD,7.8108,7.8108,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,GBP,-0.00099,0.0002,Market,0,A
FX,2,FXFWD,1Y,,SIMU,AUD,USD,-0.0312,-0.03085,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014142,-0.01367,Market,0,A
MM,2,INTEREST,1M,,SIMU,USD,,2.762,2.88,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,USD,1.4096,1.4099,Market,0,A
FX,3,FXFWD,1M,,SIMU,USD,JPY,-0.1879,-0.1758,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029049,-0.028923,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SEK,0.128534,0.134776,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,DKK,0.007744,0.00804,Market,0,A
MM,2,INTEREST,3M,,SIMU,CHF,,2.695,2.785,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025574,-0.024611,Market,0,A
FX,2,FXFWD,9M,,SIMU,NZD,USD,0.060789,0.061884,Market,0,A
FX,2,FXFWD,2M,,SIMU,EUR,CHF,-0.00291,-0.00261,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CHF,-0.000099,-0.000089,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CHF,-0.000396,-0.000356,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CHF,-0.00072,-0.000649,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CHF,-0.001044,-0.000941,Market,0,A
FX,2,FXFWD,ON,,SIMU,AUD,USD,0.000224,0.000228,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CHF,-0.002403,-0.002165,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CHF,-0.003513,-0.003165,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CHF,-0.004936,-0.004447,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,NOK,0.015914,0.016441,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041583,-0.041227,Market,0,A
MM,2,INTEREST,3M,,SIMU,GBP,,5.708,5.953,Market,0,A
FX,3,FXFWD,3M,,SIMU,USD,JPY,-0.5505,-0.5304,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9017,0.90195,Market,0,A
FX,2,FXFWD,1Y,,SIMU,NZD,USD,0.081012,0.082493,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SEK,6.868092,6.868824,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SEK,0.002751,0.002885,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019908,-0.019188,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054215,-0.053627,Market,0,A
MM,2,INTEREST,9M,,SIMU,USD,,2.677,2.837,Market,0,A
FX,2,FXFWD,TN,,SIMU,AUD,USD,0.000112,0.000114,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,CAD,0.000117,0.000147,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,CAD,0.000416,0.000524,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,CAD,0.000728,0.000916,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,CAD,0.000946,0.00119,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.90175,0.90195,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,CAD,0.000991,0.001248,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,CAD,0.000773,0.000973,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,CAD,0.000555,0.000698,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,DKK,0.023492,0.024186,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,JPY,104.55,104.61,Market,0,A
FX,3,FXFWD,TN,,SIMU,EUR,USD,0.000056,0.000062,Market,0,A
MM,2,INTEREST,9M,,SIMU,GBP,,5.59,5.716,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,HKD,-0.001195,-0.001099,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,HKD,-0.004781,-0.004395,Market,0,A
FX,2,FXFWD,SN,,SIMU,AUD,USD,-0.000114,-0.000112,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,HKD,-0.009428,-0.008668,Market,0,A
FX,2,FXFWD,1W,,SIMU,EUR,CHF,-0.000316,-0.000232,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,HKD,-0.014075,-0.01294,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,HKD,-0.023847,-0.021924,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,HKD,-0.033619,-0.030908,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,HKD,-0.040307,-0.037057,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,NOK,0.046953,0.047752,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,CAD,1.0664,1.0664,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005048,-0.004968,Market,0,A
FX,2,FXSPOT,SP,,SIMU,AUD,USD,0.8356,0.836,Market,0,A
MM,2,INTEREST,3M,,SIMU,USD,,2.768,2.868,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001922,-0.001862,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SEK,0.012309,0.012907,Market,0,A
FX,2,FXFWD,1M,,SIMU,AUD,USD,-0.003423,-0.003357,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,NOK,9.0295,9.0374,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,DKK,4.5589,4.5605,Market,0,A
FX,3,FXFWD,6M,,SIMU,USD,JPY,-1.1643,-1.1142,Market,0,A
MM,2,INTEREST,1M,,SIMU,CHF,,2.312,2.522,Market,0,A
FX,2,FXFWD,3M,,SIMU,GBP,USD,-0.014414,-0.014351,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,NOK,0.093514,0.095492,Market,0,A
FX,2,FXFWD,1W,,SIMU,USD,SGD,-0.0005,-0.0004,Market,0,A
FX,2,FXFWD,1M,,SIMU,USD,SGD,-0.002001,-0.001598,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SGD,-0.004002,-0.003197,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SGD,-0.006003,-0.004795,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,SGD,-0.011468,-0.009159,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,SGD,-0.01566,-0.012508,Market,0,A
FX,2,FXSPOT,SP,,SIMU,EUR,GBP,0.9017,0.90195,Market,0,A
FX,2,FXFWD,1Y,,SIMU,USD,SGD,-0.020658,-0.016499,Market,0,A
FX,3,FXFWD,3M,,SIMU,EUR,USD,-0.006673,-0.006492,Market,0,A
FX,2,FXFWD,3M,,SIMU,AUD,USD,-0.008994,-0.008885,Market,0,A
FX,2,FXSPOT,SP,,SIMU,BWP,USD,0.151981,0.151981,Market,0,A
MM,2,INTEREST,TN,,SIMU,USD,,3.225,3.275,Market,0,A
FX,2,FXFWD,6M,,SIMU,NZD,USD,0.040439,0.041144,Market,0,A
FX,2,FXFWD,6M,,SIMU,GBP,USD,-0.029079,-0.028953,Market,0,A
FX,2,FXFWD,8M,,SIMU,EUR,SEK,0.033888,0.03918,Market,0,A
FX,3,FXFWD,6M,,SIMU,EUR,USD,-0.014182,-0.013709,Market,0,A
FX,2,FXFWD,2M,,SIMU,USD,SEK,0.024295,0.025475,Market,0,A
FX,2,FXFWD,6M,,SIMU,USD,DKK,0.046364,0.047647,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,NOK,5.0666,5.0706,Market,0,A
FX,2,FXFWD,5M,,SIMU,EUR,DKK,0.0339,0.0426,Market,0,A
FX,3,FXFWD,1Y,,SIMU,USD,JPY,-2.3355,-2.2599,Market,0,A
FX,2,FXFWD,9M,,SIMU,GBP,USD,-0.041674,-0.041318,Market,0,A
FX,2,FXSPOT,SP,,SIMU,USD,SGD,1.4058,1.4058,Market,0,A
FX,3,FXFWD,9M,,SIMU,EUR,USD,-0.019838,-0.019121,Market,0,A
FX,2,FXFWD,6M,,SIMU,AUD,USD,-0.016422,-0.001623,Market,0,A
MM,2,INTEREST,6M,,SIMU,GBP,,5.727,5.867,Market,0,A
FX,2,FXFWD,1Y,,SIMU,GBP,USD,-0.054271,-0.053683,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,DKK,0.069347,0.071258,Market,0,A
FX,2,FXSPOT,SP,,SIMU,GBP,USD,1.6454,1.6455,Market,0,A
FX,3,FXFWD,TN,,SIMU,USD,JPY,-0.0061,-0.0057,Market,0,A
FX,2,FXFWD,3M,,SIMU,USD,SEK,0.035319,0.037034,Market,0,A
FX,3,FXFWD,1Y,,SIMU,EUR,USD,-0.025647,-0.02468,Market,0,A
FX,2,FXFWD,1Y,,SIMU,EUR,CHF,-0.01525,-0.01305,Market,0,A
MM,2,INTEREST,ON,,SIMU,USD,,3.307,3.3071,Market,0,A
FX,2,FXFWD,9M,,SIMU,USD,NOK,0.13447,0.137395,Market,0,A
FX,2,FXFWD,1M,,SIMU,GBP,USD,-0.005037,-0.004957,Market,0,A
FX,3,FXFWD,1M,,SIMU,EUR,USD,-0.001922,-0.001861,Market,0,A
